Country,Year,COW,CIRI,SPEECHLCK,ASSOCIATIONLCK,ASSEMBLYLCK,PRESSLCK,RELIGIONLCK,STRIKELCK,HABEASLCK,PUBLICTRIALLCK,FAIRTRIALLCK,TORTURELCK
Fiji,2001,950,281,1,1,1,1,1,0,1,1,1,2
Finland,2001,375,284,1,1,1,1,2,2,0,2,2,2
France,2001,220,287,0,0,0,0,0,0,0,0,0,0
Gabon,2001,481,290,1,1,0,0,1,0,0,0,0,1
Gambia,2001,420,293,1,1,1,1,1,0,1,1,1,1
Georgia,2001,372,296,2,1,1,1,2,1,2,1,0,2
Germany,2001,255,299,1,1,1,1,2,0,2,0,0,0
Ghana,2001,452,302,1,1,1,1,1,0,1,1,1,1
Greece,2001,350,305,1,1,1,0,1,1,2,1,0,2
Grenada,2001,55,308,1,1,1,0,1,0,2,2,2,2
Guatemala,2001,90,311,1,2,1,2,1,0,2,0,0,2
Guinea,2001,438,314,1,1,1,0,1,1,0,0,1,1
Guinea-Bissau,2001,404,317,1,1,1,1,1,1,0,0,0,1
Guyana,2001,110,320,1,1,1,0,1,0,2,1,1,2
Haiti,2001,41,323,2,1,1,1,1,1,2,1,0,2
Honduras,2001,91,326,1,1,1,1,1,1,2,0,0,2
Hungary,2001,310,329,2,2,2,2,2,1,2,2,2,2
Iceland,2001,395,332,1,1,1,1,1,0,2,0,0,0
India,2001,750,335,1,1,1,0,1,0,0,0,0,0
Indonesia,2001,850,338,1,0,1,1,1,0,0,0,0,0
Iran,2001,630,341,0,0,0,0,0,0,1,1,0,1
Iraq,2001,645,344,0,0,0,0,1,0,0,0,0,2
Ireland,2001,205,347,1,0,1,0,1,0,2,1,0,0
Israel,2001,666,350,0,0,0,0,0,0,0,0,0,0
Italy,2001,325,353,1,1,1,1,1,1,0,0,0,0
Jamaica,2001,51,356,1,1,1,0,1,0,1,1,1,1
Japan,2001,740,359,1,1,1,1,1,0,1,1,1,2
Jordan,2001,663,362,0,0,0,0,0,0,0,1,0,0
Kazakhstan,2001,705,365,1,1,1,0,0,1,1,0,0,1
Kenya,2001,501,368,1,1,1,0,1,0,1,1,1,2
"Korea, North",2001,731,374,.,.,.,.,.,.,.,.,.,.
"Korea, South",2001,732,377,1,1,1,1,1,0,1,1,0,1
Kuwait,2001,690,380,1,1,1,1,0,0,0,1,0,1
Kyrgyzstan,2001,703,383,1,1,1,1,1,1,0,0,0,0
Laos,2001,812,386,2,1,1,1,2,1,0,0,0,0
Latvia,2001,367,389,1,1,1,0,1,1,1,1,1,1
Lebanon,2001,660,392,0,0,0,0,1,0,0,0,0,0
Lesotho,2001,570,395,1,1,1,0,0,1,0,1,2,2
Liberia,2001,450,398,1,1,1,0,1,0,2,2,2,2
Libya,2001,620,401,0,0,0,0,0,0,0,0,0,0
Liechtenstein,2001,213,404,1,1,1,1,1,0,0,0,0,0
Lithuania,2001,368,407,1,1,1,2,1,1,2,2,2,2
Luxembourg,2001,212,410,1,2,1,1,1,1,0,1,0,1
Macedonia,2001,343,413,1,1,1,1,1,1,1,1,0,2
Madagascar,2001,580,416,1,1,1,1,1,1,0,0,0,0
Malawi,2001,553,419,2,2,1,2,2,0,2,2,2,2
Malaysia,2001,820,422,0,0,0,0,0,0,0,0,0,0
Maldives,2001,781,425,1,1,1,0,0,0,0,0,0,1
Mali,2001,432,428,1,0,0,1,1,1,0,0,0,2
Malta,2001,338,431,1,1,1,0,1,0,1,1,1,0
Marshall Islands,2001,918,434,1,1,1,0,0,0,2,1,2,2
Mauritania,2001,435,437,1,1,1,0,0,1,0,0,0,0
Mauritius,2001,590,440,1,1,1,0,1,0,1,1,1,1
Mexico,2001,70,443,1,1,1,1,1,0,2,2,0,2
Micronesia,2001,919,446,1,1,1,0,1,0,1,0,0,1
Moldova,2001,359,449,1,1,1,2,1,1,0,2,0,2
Mongolia,2001,712,455,2,1,1,2,1,0,0,1,0,2
Morocco,2001,600,461,1,1,1,0,0,1,0,0,0,0
Mozambique,2001,541,464,1,1,1,1,1,0,2,0,0,2
Namibia,2001,565,467,1,1,1,1,1,0,2,1,2,2
Nepal,2001,790,473,1,1,1,1,1,0,1,0,0,2
Netherlands,2001,210,476,0,1,1,1,1,0,0,1,0,0
New Zealand,2001,920,479,1,1,1,0,1,0,2,1,1,1
Nicaragua,2001,93,482,1,1,1,0,1,2,2,1,0,2
Niger,2001,436,485,1,1,1,0,1,1,0,1,0,2
Nigeria,2001,475,488,1,1,1,1,1,0,1,1,1,2
Norway,2001,385,491,2,0,0,1,0,0,0,0,0,2
Oman,2001,698,494,1,1,1,1,1,0,0,0,0,0
Pakistan,2001,770,497,1,1,1,1,1,0,1,0,0,2
Panama,2001,95,503,1,1,1,0,1,1,2,2,0,0
Papua New Guinea,2001,910,506,1,1,1,1,1,0,0,0,1,1
Paraguay,2001,150,509,2,1,1,2,1,1,2,1,2,2
Peru,2001,135,512,1,1,1,1,1,1,2,0,0,1
Philippines,2001,840,515,2,2,2,2,1,0,1,0,0,2
Poland,2001,290,518,1,1,1,1,1,0,1,1,2,0
Portugal,2001,235,521,1,1,1,1,1,1,1,1,0,1
Qatar,2001,694,524,0,0,0,1,0,0,0,2,0,0
Romania,2001,360,527,1,1,1,1,1,0,1,1,0,2
Russia,2001,365,530,1,2,1,2,2,0,2,1,0,2
Rwanda,2001,517,533,1,1,1,0,1,1,0,1,0,0
St. Lucia,2001,59,539,1,1,1,0,1,0,1,1,1,1
St. Vincent & Grenadines,2001,57,542,1,1,1,0,1,0,1,1,1,1
Samoa,2001,990,545,1,1,1,0,1,1,1,1,2,2
Sao Tome & Principe,2001,403,551,1,1,1,1,1,1,1,1,0,1
Saudi Arabia,2001,670,554,0,0,0,0,0,0,0,0,0,0
Senegal,2001,433,557,1,1,1,1,1,1,0,1,0,0
Seychelles,2001,591,566,1,1,1,0,1,0,2,2,2,0
Sierra Leone,2001,451,569,0,0,0,0,0,0,0,0,0,0
Singapore,2001,830,572,1,1,1,0,1,1,1,0,0,0
Slovak Republic,2001,317,575,.,.,.,.,.,.,.,.,.,.
Slovenia,2001,349,578,1,1,1,1,1,1,2,1,0,2
Solomon Islands,2001,940,581,1,1,1,0,1,0,1,1,1,1
Somalia,2001,520,584,0,0,0,0,0,0,0,0,0,0
South Africa,2001,560,587,1,1,1,1,1,1,1,1,1,1
Spain,2001,230,593,1,1,1,0,1,1,1,1,0,1
Sri Lanka,2001,780,596,1,1,1,1,2,0,1,1,0,2
Sudan,2001,625,599,1,1,1,0,1,0,0,0,0,2
Suriname,2001,115,602,1,1,1,1,1,1,0,1,0,1
Swaziland,2001,572,605,0,0,0,0,0,0,0,0,0,0
Sweden,2001,380,608,1,1,1,1,2,1,2,2,0,2
Switzerland,2001,225,611,1,2,1,2,1,1,2,2,0,2
Syria,2001,652,614,1,0,0,1,1,1,0,0,0,0
Tajikistan,2001,702,620,1,1,1,1,1,1,0,1,1,1
Tanzania,2001,510,623,1,1,0,0,1,0,0,0,0,0
Thailand,2001,800,626,1,1,1,1,1,0,1,0,1,0
Togo,2001,461,629,1,1,0,1,1,1,1,0,1,1
Trinidad,2001,52,635,1,1,1,1,1,0,1,1,1,0
Tunisia,2001,616,638,1,1,1,1,0,0,0,0,0,0
Turkey,2001,640,641,1,1,1,1,1,1,1,1,0,1
Turkmenistan,2001,701,644,1,0,0,0,1,0,0,1,0,1
Uganda,2001,500,650,1,1,1,1,1,0,2,1,2,2
Ukraine,2001,369,653,1,1,1,0,1,1,2,0,0,2
UAE,2001,696,656,1,0,1,0,0,0,0,0,1,1
United Kingdom,2001,200,659,.,.,.,.,.,.,.,.,.,.
United States,2001,2,662,2,0,1,2,2,0,1,2,2,0
Uruguay,2001,165,665,1,1,1,1,0,1,2,0,0,0
Uzbekistan,2001,704,668,1,0,1,1,0,0,0,1,0,1
Vanuatu,2001,935,671,1,1,1,0,0,0,0,0,1,0
Venezuela,2001,101,674,1,1,1,0,1,1,1,0,0,0
Vietnam,2001,816,677,1,1,1,1,1,0,0,0,0,0
Yemen,2001,679,680,0,0,0,0,0,0,1,1,0,1
Yugoslavia,2001,345,692,2,2,1,1,2,1,2,0,0,2
Zambia,2001,551,695,0,0,0,0,0,0,0,0,0,0
Zimbabwe,2001,552,698,1,1,1,0,1,0,2,1,2,2
Afghanistan,2002,700,101,1,1,1,1,1,1,1,1,0,2
Albania,2002,339,104,1,1,1,1,1,1,0,1,2,2
Algeria,2002,615,107,1,1,1,0,0,1,2,0,0,1
Angola,2002,540,113,1,1,1,0,0,1,2,1,1,2
Argentina,2002,160,119,0,1,0,1,1,2,2,0,0,2
Armenia,2002,371,122,1,1,1,0,1,0,1,1,0,1
Australia,2002,900,125,0,0,0,0,0,0,0,0,0,0
Austria,2002,305,128,0,0,0,0,0,0,0,1,0,0
Azerbaijan,2002,373,131,1,1,1,2,1,1,2,1,0,0
Bahamas,2002,31,134,1,1,1,0,1,0,2,1,2,2
Bahrain,2002,692,137,1,1,1,1,0,0,0,0,0,2
Bangladesh,2002,771,140,1,1,1,1,1,0,0,1,1,0
Barbados,2002,53,143,1,1,1,0,1,0,1,1,2,2
Belarus,2002,370,146,1,1,1,1,1,0,1,1,0,1
Belgium,2002,211,149,1,2,1,2,1,0,0,1,0,0
Belize,2002,80,152,1,1,1,0,1,0,2,0,2,2
Benin,2002,434,155,1,1,1,0,1,1,2,0,1,2
Bhutan,2002,760,158,0,0,0,0,0,0,0,0,0,0
Bolivia,2002,145,161,1,1,1,1,1,0,2,2,2,2
Bosnia,2002,346,164,2,2,2,0,2,0,0,0,2,2
Botswana,2002,571,167,1,1,1,0,1,0,2,0,2,2
Brazil,2002,140,170,2,2,1,0,1,2,2,0,0,2
Brunei,2002,835,173,0,0,0,0,0,0,0,0,0,0
Bulgaria,2002,355,176,1,1,1,1,1,1,2,1,0,2
Burkina Faso,2002,439,179,1,1,1,1,1,1,0,1,1,2
Myanmar,2002,775,182,1,1,1,1,1,0,2,0,0,0
Burundi,2002,516,185,1,1,1,1,1,1,0,1,0,2
Cambodia,2002,811,188,1,1,1,1,1,1,0,0,0,2
Cameroon,2002,471,191,1,1,1,1,2,1,0,0,2,2
Canada,2002,20,194,1,1,1,1,1,0,2,2,2,0
Cape Verde Islands,2002,402,197,2,1,2,0,2,1,2,1,0,2
Central African Republic,2002,482,200,1,1,1,1,1,1,0,0,0,2
Chad,2002,483,203,1,1,1,1,1,1,0,0,0,2
Chile,2002,155,206,1,1,1,1,1,1,2,1,0,2
China,2002,710,209,1,1,1,1,1,0,0,1,0,0
Colombia,2002,100,212,1,2,1,1,2,1,2,2,0,2
Comoros,2002,581,215,1,1,1,1,0,1,0,1,0,0
Congo Kinshasa,2002,490,218,1,1,0,0,1,0,0,1,0,2
Congo Brazzaville,2002,484,221,1,0,1,1,1,0,0,0,0,2
Costa Rica,2002,94,224,1,1,1,0,1,1,2,0,0,0
Cote d'Ivoire,2002,437,227,1,1,1,0,1,1,0,0,0,2
Croatia,2002,344,230,1,1,1,1,1,1,1,1,1,0
Cuba,2002,40,233,1,1,0,1,0,0,0,0,0,0
Cyprus,2002,352,236,1,1,1,1,1,1,2,1,2,2
Czech Republic,2002,315,239,1,1,1,1,0,0,1,2,0,0
Denmark,2002,390,245,1,1,1,1,0,0,1,2,0,0
Djibouti,2002,522,248,1,1,0,0,1,1,1,0,0,2
Dominica,2002,56,251,1,1,1,0,1,0,2,0,0,2
Dominican Republic,2002,42,254,1,1,1,1,1,1,1,1,1,1
Timor-Leste,2002,860,257,1,1,1,1,1,1,2,0,1,2
Ecuador,2002,130,260,1,1,1,0,1,0,2,1,1,1
Egypt,2002,651,263,2,1,1,0,2,0,0,1,0,2
El Salvador,2002,92,266,1,1,1,0,1,1,2,0,0,0
Equatorial Guinea,2002,411,269,1,1,1,0,1,1,1,1,0,0
Eritrea,2002,531,272,1,1,1,1,1,1,2,0,1,0
Estonia,2002,366,275,1,1,1,1,1,0,2,1,0,2
Ethiopia,2002,530,278,1,1,1,1,1,2,2,1,0,2
Fiji,2002,950,281,1,1,1,1,1,0,1,1,1,2
Finland,2002,375,284,1,1,1,1,2,2,0,2,2,2
France,2002,220,287,0,0,0,0,0,0,0,0,0,0
Gabon,2002,481,290,1,1,0,0,1,0,0,0,0,1
Gambia,2002,420,293,1,1,1,1,1,0,1,1,1,1
Georgia,2002,372,296,2,1,1,1,2,1,2,1,0,2
Germany,2002,255,299,1,1,1,1,2,0,2,0,0,0
Ghana,2002,452,302,1,1,1,1,1,0,1,1,1,1
Greece,2002,350,305,1,1,1,1,1,1,2,1,1,2
Grenada,2002,55,308,1,1,1,0,1,0,2,2,2,2
Guatemala,2002,90,311,1,2,1,2,1,0,2,0,0,2
Guinea,2002,438,314,1,1,1,0,1,1,0,0,1,1
Guinea-Bissau,2002,404,317,1,1,1,1,1,1,0,0,0,1
Guyana,2002,110,320,1,1,1,0,1,0,2,1,1,2
Haiti,2002,41,323,2,1,1,1,1,1,2,1,0,2
Honduras,2002,91,326,1,1,1,1,1,1,2,0,0,2
Hungary,2002,310,329,2,2,2,2,2,1,2,2,2,2
Iceland,2002,395,332,1,1,1,1,1,0,2,0,0,0
India,2002,750,335,1,1,1,0,1,0,0,0,0,0
Indonesia,2002,850,338,1,0,1,1,1,0,0,0,0,0
Iran,2002,630,341,0,0,0,0,0,0,1,1,0,1
Iraq,2002,645,344,0,0,0,0,1,0,0,0,0,2
Ireland,2002,205,347,1,1,1,0,1,0,2,1,0,0
Israel,2002,666,350,0,0,0,0,0,0,0,0,0,0
Italy,2002,325,353,1,1,1,1,1,1,0,0,0,0
Jamaica,2002,51,356,1,1,1,0,1,0,1,1,1,1
Japan,2002,740,359,1,1,1,1,1,0,1,1,1,2
Jordan,2002,663,362,0,0,0,0,0,0,0,1,0,0
Kazakhstan,2002,705,365,1,1,1,0,0,1,1,0,0,1
Kenya,2002,501,368,1,1,1,0,1,0,1,1,1,2
"Korea, North",2002,731,374,.,.,.,.,.,.,.,.,.,.
"Korea, South",2002,732,377,1,1,1,1,1,0,1,1,0,1
Kuwait,2002,690,380,1,1,1,1,0,0,0,1,0,1
Kyrgyzstan,2002,703,383,1,1,1,1,1,1,0,0,0,0
Laos,2002,812,386,2,1,1,1,2,1,0,0,0,0
Latvia,2002,367,389,1,1,1,0,1,1,1,1,1,1
Lebanon,2002,660,392,0,0,0,0,1,0,0,0,0,0
Lesotho,2002,570,395,1,1,1,0,0,1,0,1,2,2
Liberia,2002,450,398,1,1,1,0,1,0,2,2,2,2
Libya,2002,620,401,0,0,0,0,0,0,0,0,0,0
Liechtenstein,2002,213,404,1,1,1,1,1,0,0,0,0,0
Lithuania,2002,368,407,1,1,1,2,1,1,2,2,2,2
Luxembourg,2002,212,410,1,2,1,1,1,1,0,1,0,1
Macedonia,2002,343,413,1,1,1,1,1,1,1,1,0,2
Madagascar,2002,580,416,1,1,1,1,1,1,0,0,0,0
Malawi,2002,553,419,2,2,1,2,2,0,2,2,2,2
Malaysia,2002,820,422,0,0,0,0,0,0,0,0,0,0
Maldives,2002,781,425,1,1,1,0,0,0,0,0,0,1
Mali,2002,432,428,1,0,0,1,1,1,0,0,0,2
Malta,2002,338,431,1,1,1,0,1,0,1,1,1,0
Marshall Islands,2002,918,434,1,1,1,0,0,0,2,1,2,2
Mauritania,2002,435,437,1,1,1,0,0,1,0,0,0,0
Mauritius,2002,590,440,1,1,1,0,1,0,1,1,1,1
Mexico,2002,70,443,1,1,1,1,1,0,2,2,0,2
Micronesia,2002,919,446,1,1,1,0,1,0,1,0,0,1
Moldova,2002,359,449,1,1,1,2,1,1,0,2,0,2
Mongolia,2002,712,455,2,1,1,2,1,0,0,1,0,2
Morocco,2002,600,461,1,1,1,0,0,1,0,0,0,0
Mozambique,2002,541,464,1,1,1,1,1,0,2,0,0,2
Namibia,2002,565,467,1,1,1,1,1,0,2,1,2,2
Nepal,2002,790,473,1,1,1,1,1,0,1,0,0,2
Netherlands,2002,210,476,1,1,1,1,1,0,0,1,0,0
New Zealand,2002,920,479,1,1,1,0,1,0,2,1,1,1
Nicaragua,2002,93,482,1,1,1,0,1,2,2,1,0,2
Niger,2002,436,485,1,1,1,0,1,1,0,1,0,2
Nigeria,2002,475,488,1,1,1,1,1,0,1,1,1,2
Norway,2002,385,491,2,0,0,1,0,0,0,0,0,2
Oman,2002,698,494,1,1,1,1,1,0,0,0,0,0
Pakistan,2002,770,497,1,1,1,1,1,0,1,0,0,2
Panama,2002,95,503,1,1,1,0,1,1,2,2,0,0
Papua New Guinea,2002,910,506,1,1,1,1,1,0,0,0,1,1
Paraguay,2002,150,509,2,1,1,2,1,1,2,1,2,2
Peru,2002,135,512,1,1,1,1,1,1,2,0,0,1
Philippines,2002,840,515,2,2,2,2,1,0,1,0,0,2
Poland,2002,290,518,1,1,1,1,1,0,1,1,2,0
Portugal,2002,235,521,1,1,1,1,1,1,1,1,0,1
Qatar,2002,694,524,0,0,0,1,0,0,0,2,0,0
Romania,2002,360,527,1,1,1,1,1,0,1,1,0,2
Russia,2002,365,530,1,2,1,2,2,0,2,1,0,2
Rwanda,2002,517,533,1,1,1,0,1,1,0,1,0,0
St. Lucia,2002,59,539,1,1,1,0,1,0,1,1,1,1
St. Vincent & Grenadines,2002,57,542,1,1,1,0,1,0,1,1,1,1
Samoa,2002,990,545,.,.,.,.,.,.,.,.,.,.
Sao Tome & Principe,2002,403,551,1,1,1,1,1,1,1,1,0,1
Saudi Arabia,2002,670,554,0,0,0,0,0,0,0,0,0,0
Senegal,2002,433,557,1,1,1,1,1,1,0,1,0,0
Seychelles,2002,591,566,1,1,1,0,1,0,2,2,2,0
Sierra Leone,2002,451,569,0,0,0,0,0,0,0,0,0,0
Singapore,2002,830,572,1,1,1,0,1,1,1,0,0,0
Slovak Republic,2002,317,575,.,.,.,.,.,.,.,.,.,.
Slovenia,2002,349,578,1,1,1,1,1,1,2,1,0,2
Solomon Islands,2002,940,581,1,1,1,0,1,0,1,1,1,1
Somalia,2002,520,584,0,0,0,0,0,0,0,0,0,0
South Africa,2002,560,587,1,1,1,1,1,1,1,1,1,1
Spain,2002,230,593,1,1,1,0,1,1,1,1,0,1
Sri Lanka,2002,780,596,1,1,1,1,2,0,1,1,0,2
Sudan,2002,625,599,1,1,1,0,1,0,0,0,0,2
Suriname,2002,115,602,1,1,1,1,1,1,0,1,0,1
Swaziland,2002,572,605,0,0,0,0,0,0,0,0,0,0
Sweden,2002,380,608,1,1,1,1,2,1,2,2,0,2
Switzerland,2002,225,611,1,2,1,2,1,1,2,2,0,2
Syria,2002,652,614,1,0,0,1,1,1,0,0,0,0
Tajikistan,2002,702,620,1,1,1,1,1,1,0,1,1,1
Tanzania,2002,510,623,1,1,0,0,1,0,0,0,0,0
Thailand,2002,800,626,1,1,1,1,1,0,1,0,1,0
Togo,2002,461,629,1,1,0,1,1,1,1,0,1,1
Trinidad,2002,52,635,1,1,1,1,1,0,1,1,1,0
Tunisia,2002,616,638,1,1,1,1,0,0,0,0,0,0
Turkey,2002,640,641,1,1,1,1,1,1,1,1,0,1
Turkmenistan,2002,701,644,1,0,0,0,1,0,0,1,0,1
Uganda,2002,500,650,1,1,1,1,1,0,2,1,2,2
Ukraine,2002,369,653,1,1,1,0,1,1,2,0,0,2
UAE,2002,696,656,1,0,1,0,0,0,0,0,1,1
United Kingdom,2002,200,659,.,.,.,.,.,.,.,.,.,.
United States,2002,2,662,2,0,1,2,2,0,1,2,2,0
Uruguay,2002,165,665,1,1,1,1,0,1,2,0,0,0
Uzbekistan,2002,704,668,1,0,1,1,0,0,0,1,0,1
Vanuatu,2002,935,671,1,1,1,0,0,0,0,0,1,0
Venezuela,2002,101,674,1,1,1,0,1,1,1,0,0,0
Vietnam,2002,816,677,1,1,1,1,1,0,0,0,0,0
Yemen,2002,679,680,0,0,0,0,0,0,1,1,0,1
Yugoslavia,2002,345,692,2,2,1,1,2,1,2,0,0,2
Zambia,2002,551,695,0,0,0,0,0,0,0,0,0,0
Zimbabwe,2002,552,698,1,1,1,0,1,0,2,1,2,2
Afghanistan,2003,700,101,1,1,1,1,1,1,1,1,0,2
Albania,2003,339,104,1,1,1,1,1,1,0,1,2,2
Algeria,2003,615,107,1,1,1,0,0,1,2,0,0,1
Angola,2003,540,113,1,1,1,0,0,1,2,1,1,2
Argentina,2003,160,119,0,1,0,1,1,2,2,0,0,2
Armenia,2003,371,122,1,1,1,0,1,0,1,1,0,1
Australia,2003,900,125,0,0,0,0,0,0,0,0,0,0
Austria,2003,305,128,0,0,0,0,0,0,0,1,0,0
Azerbaijan,2003,373,131,1,1,1,2,1,1,2,1,0,0
Bahamas,2003,31,134,1,1,1,0,1,0,2,1,2,2
Bahrain,2003,692,137,1,1,1,1,0,0,0,0,0,2
Bangladesh,2003,771,140,1,1,1,1,1,0,0,1,1,0
Barbados,2003,53,143,1,1,1,0,1,0,1,1,2,2
Belarus,2003,370,146,1,1,1,1,1,0,1,1,0,1
Belgium,2003,211,149,1,2,1,2,1,0,0,1,0,0
Belize,2003,80,152,1,1,1,0,1,0,2,0,2,2
Benin,2003,434,155,1,1,1,0,1,1,2,0,1,2
Bhutan,2003,760,158,0,0,0,0,0,0,0,0,0,0
Bolivia,2003,145,161,1,1,1,1,1,0,2,2,2,2
Bosnia,2003,346,164,2,2,2,0,2,0,0,0,2,2
Botswana,2003,571,167,1,1,1,0,1,0,2,0,2,2
Brazil,2003,140,170,2,2,1,0,1,2,2,0,0,2
Brunei,2003,835,173,0,0,0,0,0,0,0,0,0,0
Bulgaria,2003,355,176,1,1,1,1,1,1,2,1,0,2
Burkina Faso,2003,439,179,1,1,1,1,1,1,0,1,1,2
Myanmar,2003,775,182,1,1,1,1,1,0,2,0,0,0
Burundi,2003,516,185,1,1,1,1,1,1,0,1,0,2
Cambodia,2003,811,188,1,1,1,1,1,1,0,0,0,2
Cameroon,2003,471,191,1,1,1,1,2,1,0,0,2,2
Canada,2003,20,194,1,1,1,1,1,0,2,2,2,0
Cape Verde Islands,2003,402,197,2,1,2,0,2,1,2,1,0,2
Central African Republic,2003,482,200,1,1,1,1,1,1,0,0,0,2
Chad,2003,483,203,1,1,1,1,1,1,0,0,0,2
Chile,2003,155,206,1,1,1,1,1,1,2,1,0,2
China,2003,710,209,1,1,1,1,1,0,0,1,0,0
Colombia,2003,100,212,1,2,1,1,2,1,2,2,0,2
Comoros,2003,581,215,1,1,1,1,0,1,0,1,0,0
Congo Kinshasa,2003,490,218,1,1,0,0,1,0,0,1,0,2
Congo Brazzaville,2003,484,221,1,1,1,1,1,1,0,1,1,2
Costa Rica,2003,94,224,1,1,1,0,1,1,2,0,0,0
Cote d'Ivoire,2003,437,227,1,1,1,0,1,1,0,0,0,2
Croatia,2003,344,230,1,1,1,1,1,1,1,1,1,0
Cuba,2003,40,233,1,1,0,1,0,0,0,0,0,0
Cyprus,2003,352,236,1,1,1,1,1,1,2,1,2,2
Czech Republic,2003,315,239,1,1,1,1,0,0,1,2,0,0
Denmark,2003,390,245,1,1,1,1,0,0,1,2,0,0
Djibouti,2003,522,248,1,1,0,0,1,1,1,0,0,2
Dominica,2003,56,251,1,1,1,0,1,0,2,0,0,2
Dominican Republic,2003,42,254,1,1,1,1,1,1,1,1,1,1
Timor-Leste,2003,860,257,1,1,1,1,1,1,2,0,1,2
Ecuador,2003,130,260,1,1,1,0,1,0,2,1,1,1
Egypt,2003,651,263,2,1,1,0,2,0,0,1,0,2
El Salvador,2003,92,266,1,1,1,0,1,1,2,2,0,0
Equatorial Guinea,2003,411,269,1,1,1,0,1,1,1,1,0,0
Eritrea,2003,531,272,1,1,1,1,1,1,2,0,1,0
Estonia,2003,366,275,1,1,1,1,1,0,2,1,0,2
Ethiopia,2003,530,278,1,1,1,1,1,2,2,1,0,2
Fiji,2003,950,281,1,1,1,1,1,0,1,1,1,2
Finland,2003,375,284,1,1,1,1,2,2,0,2,2,2
France,2003,220,287,0,0,0,0,0,0,0,0,0,0
Gabon,2003,481,290,1,1,0,0,1,0,0,0,0,1
Gambia,2003,420,293,1,1,1,1,1,0,1,1,1,1
Georgia,2003,372,296,2,1,1,1,2,1,2,1,0,2
Germany,2003,255,299,1,1,1,1,2,0,2,0,0,0
Ghana,2003,452,302,1,1,1,1,1,0,1,1,1,1
Greece,2003,350,305,1,1,1,1,1,1,2,1,1,2
Grenada,2003,55,308,1,1,1,0,1,0,2,2,2,2
Guatemala,2003,90,311,1,2,1,2,1,0,2,0,0,2
Guinea,2003,438,314,1,1,1,0,1,1,0,0,1,1
Guinea-Bissau,2003,404,317,1,1,1,1,1,1,0,0,0,1
Guyana,2003,110,320,1,1,1,0,1,0,2,1,1,2
Haiti,2003,41,323,2,1,1,1,1,1,2,1,0,2
Honduras,2003,91,326,1,1,1,1,1,1,2,0,0,2
Hungary,2003,310,329,2,2,2,2,2,1,2,2,2,2
Iceland,2003,395,332,1,1,1,1,1,0,2,0,0,0
India,2003,750,335,1,1,1,0,1,0,0,0,0,0
Indonesia,2003,850,338,1,0,1,1,1,0,0,0,0,0
Iran,2003,630,341,0,0,0,0,0,0,1,1,0,1
Iraq,2003,645,344,0,0,0,0,1,0,0,0,0,2
Ireland,2003,205,347,1,1,1,0,1,0,2,1,0,0
Israel,2003,666,350,0,0,0,0,0,0,0,0,0,0
Italy,2003,325,353,1,1,1,1,1,1,0,0,0,0
Jamaica,2003,51,356,1,1,1,0,1,0,1,1,1,1
Japan,2003,740,359,1,1,1,1,1,0,1,1,1,2
Jordan,2003,663,362,0,0,0,0,0,0,0,1,0,0
Kazakhstan,2003,705,365,1,1,1,0,0,1,1,0,0,1
Kenya,2003,501,368,1,1,1,0,1,0,1,1,1,2
"Korea, North",2003,731,374,.,.,.,.,.,.,.,.,.,.
"Korea, South",2003,732,377,1,1,1,1,1,0,1,1,0,1
Kuwait,2003,690,380,1,1,1,1,0,0,0,1,0,1
Kyrgyzstan,2003,703,383,1,1,1,1,1,1,0,0,1,0
Laos,2003,812,386,2,1,1,1,2,1,0,0,0,0
Latvia,2003,367,389,1,1,1,0,1,1,1,1,1,1
Lebanon,2003,660,392,0,0,0,0,1,0,0,0,0,0
Lesotho,2003,570,395,1,1,1,0,0,1,0,1,2,2
Liberia,2003,450,398,1,1,1,0,1,0,2,2,2,2
Libya,2003,620,401,0,0,0,0,0,0,0,0,0,0
Liechtenstein,2003,213,404,1,1,1,1,1,0,0,0,0,0
Lithuania,2003,368,407,1,1,1,2,1,1,2,2,2,2
Luxembourg,2003,212,410,1,2,1,1,1,1,0,1,0,1
Macedonia,2003,343,413,1,1,1,1,1,1,1,1,0,2
Madagascar,2003,580,416,1,1,1,1,1,1,0,0,0,0
Malawi,2003,553,419,2,2,1,2,2,0,2,2,2,2
Malaysia,2003,820,422,0,0,0,0,0,0,0,0,0,0
Maldives,2003,781,425,1,1,1,0,0,0,0,0,0,1
Mali,2003,432,428,1,0,0,1,1,1,0,0,0,2
Malta,2003,338,431,1,1,1,0,1,0,1,1,1,0
Marshall Islands,2003,918,434,1,1,1,0,0,0,2,1,2,2
Mauritania,2003,435,437,1,1,1,0,0,1,0,0,0,0
Mauritius,2003,590,440,1,1,1,0,1,0,1,1,1,1
Mexico,2003,70,443,1,1,1,1,1,0,2,2,0,2
Micronesia,2003,919,446,1,1,1,0,1,0,1,0,0,1
Moldova,2003,359,449,1,1,1,2,1,1,0,2,0,2
Mongolia,2003,712,455,2,1,1,2,1,0,0,1,0,2
Morocco,2003,600,461,1,1,1,0,0,1,0,0,0,0
Mozambique,2003,541,464,1,1,1,1,1,0,2,0,0,2
Namibia,2003,565,467,1,1,1,1,1,0,2,1,2,2
Nepal,2003,790,473,1,1,1,1,1,0,1,0,0,2
Netherlands,2003,210,476,1,1,1,1,1,0,0,1,0,0
